locale_id;sk;sk - upravena hlaska;en;en-upravena hlaska
publicspace.heading;Štandardy ISVS;Štandardy ITVS;Standards of ISVS;
radioButton.no;Nie;;No;
radioButton.nothing;Nič;;Nothing;
radioButton.yes;Áno;Áno;Yes;
refRegisters.create.email;Email;E-mailová adresa;Email;
refRegisters.create.firstName;Meno;;First name;
refRegisters.create.lastName;Priezvisko;;Last name;
refRegisters.create.managerContact;Kontakt na správcu referenčného registra;;Referential register administrator contact;
refRegisters.create.name;Názov;;Name;
refRegisters.create.phoneNumber;Tel. číslo;Telefónne číslo;Phone number;
refRegisters.create.registratorContact;Kontakt na registrátora referenčného registra;;Referential register registrar contact;
refRegisters.create.save;Odoslať žiadosť;;Send request;
refRegisters.create.title;Pridať nový referenčný register;;Add new referential register;
refRegisters.createBtn;Vytvoriť žiadosť o pridanie referenčného registra;;Create referential register registrar contact;
refRegisters.detail.history;História zmien;;History of changes;
refRegisters.detail.historyChanges;História zmeny stavov;;History of state changes;
refRegisters.detail.informations;Základné informácie;;Basic informations;
refRegisters.detail.isvsRefId;Referenčný identifikátor;Referencovateľný identifikátor;Reference ID;
refRegisters.detail.isvsRefTooltip;Tooltip pre referenčný identifikátor;Nápoveda pre referencovateľný identifikátor;Reference ID tooltip;
refRegisters.detail.items.addNewItem;Pridať novú položku;;Add new item;
refRegisters.detail.items.cancel;Zrušiť;;Cancel;
refRegisters.detail.items.dataElementRefID;Názov a kód dátového prvku;;Reference item name and code;
refRegisters.detail.items.delete;Zmazať;;Delete;
refRegisters.detail.items.edit;Zmeniť;;Edit;
refRegisters.detail.items.group;Skupina;;Group;
refRegisters.detail.items.heading;Zoznam referenčných údajov registra;;List of register references data;
refRegisters.detail.items.itemName;Referenčný údaj;;Referential data;
refRegisters.detail.items.note;Poznámka;;Note;
refRegisters.detail.items.order;Poradie;;Order;
refRegisters.detail.items.refID;Referencovateľný identifikátor referenčného údaja;;Reference identifier of reference item;
refRegisters.detail.items.save;Uložiť;;Save;
refRegisters.detail.items.selectedPOCi;Registrátor zdrojového registra;;Source information has registrator PO;
refRegisters.detail.items.sourceElementHolders;Zdrojový register a registrátor zdrojového registra;;Source register and source register registrar;
refRegisters.detail.items.subGroup;Podskupina;;Subgroup;
refRegisters.detail.items.subjectIdentification;Identifikácia subjektu, ku ktorému sa RÚ viaže;;Subject identification;
refRegisters.edit.title;Upraviť referenčný register;;Edit referential register;
refRegisters.header.MPKheading1;Vážený používateľ, po potvrdení zmeny stavu na 'Návrh do MPK' Vám bude vygenerovaný súbor, ktorý slúži ako podklad pre pripomienkovanie MPK. Súbor bude uložený lokálne na Vašom počítači.;Vážený používateľ, po potvrdení zmeny stavu na „Návrh do MPK“ Vám bude vygenerovaný súbor, ktorý slúži ako podklad pre pripomienkovanie MPK. Súbor bude uložený lokálne na Vašom počítači.;Dear user, after confirmation of state change to 'Draft for MPK' file will be generated. This file is base document for MPK review process and will be stored in your computer.;
refRegisters.header.MPKheading2;Odporúčame upraviť jeho názov a umiestnenie.;;It is recommended to change its name and location.;
refRegisters.header.changeContact;Zmeniť kontaktné údaje;;Change contact data;
refRegisters.header.changeManagerInfo;Zmeniť údaje o oprávnení správcu;;Change administrator permissions data;
refRegisters.header.delete;Zmazať;;Delete;
refRegisters.header.description;Poznámka k zmene ref.registra;;Change state note;
refRegisters.header.generateProp;Vygenerovať pracovný návrh;;Generate working copy;
refRegisters.header.generateProp1;Vážený používateľ, po kliknutí na button Vám bude vygenerovaný pracovný návrh Referenčného registra. Stav registra zostane nezmenený, takisto tento úkon nebude zaznamenaný v histórií. Súbor bude uložený lokálne na Vašom počítači. Odporúčame zmeniť jeho názov a umiestnenie. ;Vážený používateľ, po kliknutí na Tlačidlo Vám bude vygenerovaný pracovný návrh „Referenčného registra“. Stav registra zostane nezmenený, takisto tento úkon nebude zaznamenaný v histórii. Súbor bude uložený lokálne na Vašom počítači. Odporúčame zmeniť jeho názov a umiestnenie.;Dear user, after click on button reference register working copy file will be generated. Register state will not be changed and also history will not contain this event. File will be stored localy on your computer. It is recommended to change it's name and location.;
refRegisters.header.generateProp2;(Ak ste práve vložili referenčné údaje, prípadne robili inú úpravu, odporúčame chvíľu počkať na uloženie údajov a potom akciu potvrdiť.);;(If you just insert or edit reference data, we highly recommend wait a minute to save data and then confirm action.);
refRegisters.header.generateProposition;Vygenerovať pracovný návrh;;Generate working copy;
refRegisters.header.inConstructionPrefix;Vrátiť do stavu '{{ itemName }}';;Back to status '{{ itemName }}';
refRegisters.header.othersPrefix;Posunúť do stavu '{{ itemName }}';;Move to status '{{ itemName }}';
refRegisters.header.submit;Potvrdiť;;Submit;
refRegisters.header.submitMPK;Vygenerovať podklad a zmeniť stav registra na 'Návrh do MPK';"Vygenerovať podklad a zmeniť stav registra na ""Návrh do MPK""";Send to MPK;
refRegisters.list.heading;Zoznam referenčných registrov;;List of reference registers;
refRegisters.option.code;Kód;;Code;
refRegisters.option.name;Názov;;Name;
refRegisters.requests.heading;Zoznam žiadostí o pridanie referenčného registra;;List of request to add a reference register;
refRegisters.table.code;Kód;;Code;
refRegisters.table.manager;Správca;;Administrator;
refRegisters.table.muk.BOTH;Oboje;Obidve možnosti;Both;
refRegisters.table.muk.MF;MF;;MF;
refRegisters.table.muk.MV;MV;;MV;
refRegisters.table.muk.NONE;Žiadne;;None;
refRegisters.table.muk.heading;MUK;;MUK;
refRegisters.table.name;Názov referenčného registra;;Referencial register name;
refRegisters.table.registrator;Registrátor;;Registrar;
refRegisters.table.state.APPROVAL_IN_PROGRESS;Návrh na pripomienkovanie;;Draft for review;
refRegisters.table.state.FETCHING;;;;
refRegisters.table.state.IN_CONSTRUCTION;rozpracovaný/nepovinný;;in-progress/optional;
refRegisters.table.state.MPK_IN_PROGRESS;Návrh do MPK;;MPK draft;
refRegisters.table.state.PUBLISHED;Schválený a publikovaný;;Approved and published;
refRegisters.table.state.READY_TO_APPROVAL;Návrh na zaradenie do zoznamu referenčných registrov;;Request for registration in the list of reference registers;
refRegisters.table.state.REJECTED;Zamietnutý na zaradenie do zoznamu referenčných registrov;;Registration in the list of reference registers rejected;
refRegisters.table.state.heading;Stav;;Status;
refRegisters.title;Referenčné registre;;Referential registers;
registration.email;Emailová adresa;E-mailová adresa;Email address;
registration.error;Chyba pri vykonávaní vašej akcie. Skúste to znova alebo kontaktujte podporu.;Nastala chyba pri vykonávaní Vašej akcie. Pokúste sa akciu zopakovať. V prípade, že sa chyba vyskytla opakovane, kontaktujte, prosím, administrátora MetaIS e-mailom na adrese: ;Error while executing your action. Please try again or contact support.;Error while executing your action. Please try again or contact support at: 
registration.failed.button;Zopakovať registráciu;;Repeat registration;
registration.failed.description;Ospravedlňujeme sa, ale pri procese registrácie nastala chyba. Pokúste sa registráciu zopakovať. V prípade, že sa chyba vyskytla opakovane, kontaktujte administrátora emailom na <email><email>metais@mirri.gov.sk</email></email>.;Ospravedlňujeme sa, ale pri procese registrácie nastala chyba. Pokúste sa registráciu zopakovať. V prípade, že sa chyba vyskytla opakovane, kontaktujte, prosím, administrátora MetaIS e-mailom na adrese: ;We are sorry, but during registration process error occurred. Try to register again. In case that error occurs repeatedly, contact administrator by email at ;We are sorry, but during registration process error occurred. Try to register again. In case that error occurs repeatedly, contact administrator by email at: 
registration.failed.title;Vaša registrácia zlyhala;;Your registration failed;
registration.firstName;Meno;;First name;
registration.format.email;Emial zadávajte vo formáte napríklad meno.priezvisko@domena.sk;;Email should be for example in format  name.surname@domain.com;
registration.format.login;Prihlasovacie meno akceptuje iba malé písmená, čísla a bodky.;Prihlasovacie meno môže obsahovať iba malé písmená, čísla a bodky.;Login accepts only lowercase letters, numbers and dots.;
registration.format.name;Toto pole nesme obsahovať špeciálne znaky ako '@,&' atď.;Toto pole nesmie obsahovať špeciálne znaky ako „@, &“ atď.;This field can not contain special signs as '@,&' etc.;
registration.format.noSpaces;Táto položka nesmie obsahovať medzery;Táto položka nesmie obsahovať medzery.;Spaces can not be included in this field;
registration.format.phone;Skontrolujte si prosím formát telefónneho čísla.;;Phone number format is incorrect.;
registration.lastName;Priezvisko;;Last name;
registration.login;Prihlasovacie meno;;Login;
registration.phone;Telefónne číslo;;Phone number;
registration.phoneHint;Telefónne číslo zadávajte v medzinárodnom tvare (napr. +421 123 456 789 ).;Telefónne číslo zadávajte, prosím, v medzinárodnom tvare (napr. +421 123 456 789 ).;Phone number in international format (f.e. +421 ... ).;
registration.po;Zástupca za subjekt;;Representative of the subject;
registration.required.default;Táto položka je povinná;;This is required field;
registration.required.email;Email je povinný údaj;E-mailová adresa je povinný údaj.;Your email address is required;
registration.required.firstName;Vaše meno je povinný údaj pre registráciu.;Meno je povinný údaj.;Your first name is required.;
registration.required.lastName;Vaše priezvisko je povinný údaj pre registráciu.;Priezvisko je povinný údaj.;Your last name is required.;
registration.required.phone;Telefónne číslo je povinný údaj;Telefónne číslo je povinný údaj.;Your phone number is required;
registration.submit;Registrovať;;Register;
registration.success.button;Na úvodnú stránku;;To homepage;
registration.success.description;Po schválení Vašej registrácie administrátorom MetaIS Vám bude, na zadanú e-mailovú adresu, doručený notifikačný email s odkazom na aktiváciu konta a vytvorenie hesla. Platnosť notifikačného emailu je 48 hodín.;Po schválení Vašej registrácie administrátorom MetaIS Vám bude na zadanú e-mailovú adresu doručený notifikačný e-mail s odkazom na aktiváciu konta a vytvorenie hesla. Platnosť notifikačného e-mailu je 48 hodín.;After approval of your registration request by administrator of MetaIS, notification email, with link for account activation and password creation, will be delivered on entered email. Notification email is valid 48 hours.;
registration.success.title;Vaša registrácia prebehla úspešne;Vaša registrácia prebehla úspešne.;Your registration was successful;
registration.title;Registrácia;;Registration;
registration.uniqueEmail;Používateľ s týmto e-mailom už existuje. E-mail musí byť unikátny.;Používateľ s týmto e-mailom je už registrovaný. E-mailová adresa musí byť jedinečná.;User with this email already exists. Email must be unique.;
registration.uniqueLogin;Používateľ s týmto prihlasovacím menom už existuje. Prihlásenie musí byť jedinečné, dostupné prihlasovacie meno je napríklad {{available}};Používateľ s týmto prihlasovacím menom je už registrovaný. Prihlasovacie meno musí byť jedinečné, dostupné prihlasovacie meno je napríklad {{available}}.;User with this login already exists. Login must be unique, available login is for exmaple {{available}};
relationCard.admin;Správca;;Administrator;
relationCard.codeMetaIS;Kód MetaIS;;Code MetaIS;
relationCard.name;Názov;;Title;
relationCard.relations;Vzťahy;;Relations;
relationCard.status;Stav evidencie:;Stav evidencie;Registration status:;
relationCard.statusFalse;Zneplatnené;;Invalidated;
relationCard.statusTrue;Vytvorené;;Created;
relationDetail.back;Späť;;Back;
relationDetail.cancel;Zrušiť;;Cancel;
relationDetail.editError;Pri úprave {{relationName}} sa vyskytla chyba. Skúste akciu zopakovať a ak chyba pretrváva, kontaktujte podporu.;Pri úprave {{relationName}} sa vyskytla chyba. Pokúste sa úpravy zopakovať. V prípade, že sa chyba vyskytla opakovane, kontaktujte, prosím, administrátora MetaIS e-mailom na adrese: ;There was error during edit of {{relationName}}. Try your action again and if error persists, please contact support.;There was error during edit of {{relationName}}. Try your action again and if error persists, please contact support at:
relationDetail.editSuccess;Úprava {{relationName}} prebehla úspešne.;;Edit of {{relationName}} was successful.;
relationDetail.evidenceStatus;Stav evidencie;;Evidence status;
relationDetail.heading;Detail vzťahu: {{item}};;Detail of relationship: {{item}};
relationDetail.owner;Vlastník;;Owner;
relationDetail.source;Zdroj;;Source;
relationDetail.submit;Odoslať;;Submit;
relationDetail.target;Cieľ;;Target;
relationType.as;Aplikačná služba;;Application service;
relationshipsTab.relationshipsVisualization;Vizualizácia vzťahov;;Relationships visualization;
relationshipsTab.select.ciType;Vyberte typ položky;;Select item type;
relationshipsTab.select.evidenceStatus;Vyberte stav;;Select evidence status;
relationshipsTab.select.relationshipType;Vyberte typ vzťahu;;Select relationship type;
relationshipsTab.select.sectionGeneric;Atribúty generického profilu vzťahu;;Attributes of generic profile of relationships;
relationshipsTab.select.sectionInfo;Informácie o položke;;Information about item;
relationshipsTab.select.sectionMeta;Metainformácie položky;;Meta information of item;
relationshipsTab.table.ciType;Typ položky;;Item type;
relationshipsTab.table.evidenceStatus;Stav evidencie;;Evidence status;
relationshipsTab.table.owner;Vlastník;;Owner;
relationshipsTab.table.relationState;Evidence status;;Evidence status;
relationshipsTab.table.relationshipType;Typ vzťahu;;Relationship type;
relationshipsTab.table.source;Zdroj (Typ);;Source (Type);
relationshipsTab.table.sourceItemName;Názov zdrojovej položky;;Source item name;
relationshipsTab.table.target;Cieľ (Typ);;Target (Type);
relationshipsTab.table.targetItemName;Názov cieľovej položky;;Target item name;
relationshipsTab.tableViewSelectedItemSource;Tabuľkové zobrazenie (Vybraná položka {{selectedItem}} je ako zdroj);;Table view (Selected item {{selectedItem}} is a source);
relationshipsTab.tableViewSelectedItemTarget;Tabuľkové zobrazenie (Vybraná položka {{selectedItem}} je ako  cieľ);;Table view (Selected item {{selectedItem}} is a target);
reports.card.basicInfo;Základné informácie;;Basic information;
reports.card.category;Kategória;;Category;
reports.card.description;Popis;;Description;
reports.card.reportName;Názov;;Report title;
reports.filter.category;Kategória;;Category;
reports.heading;Reporty a zostavy;;Reports;
reports.table.category;Kategória;;Category;
reports.table.description;Popis;;Description;
reports.table.name;Názov;;Name;
searchInput.search;Hľadať;;Search;
selectCiItem.error;Chyba pri načítavaní údajov o konfiguračných položkách.;Nastala chyba pri načítavaní údajov o konfiguračných položkách.;Error while fetching configuration items data.;
selectCiItem.label;Položky;;Items;
selectCiItem.loading;Načítavanie konfiguračných položiek;Konfiguračné položky sa načítavajú.;Loading configuration items;
selectPublicAuthority.entity;entít;;entities;
selectPublicAuthority.error;Chyba pri načítavaní údajov pre orgány verejnej moci.;Nastala chyba pri načítavaní údajov pre orgány riadenia.;Error while fetching data for public authorities.;
selectPublicAuthority.loading;Načítavajú sa údaje pre orgány verejnej moci.;Načítavajú sa údaje pre orgány riadenia.;Loading public authorities;
selectPublicAuthority.missingRightsError;Chýbajú vám práva na vytváranie {{item}} pod touto organizáciou;Chýbajú Vám oprávnenia na vytváranie {{item}} pod touto organizáciou.;You are missing rights for creating {{item}} under this organization;
selectPublicAuthority.relations;vzťahov;;relations;
selectRole.error;Chyba pri načítavaní údajov pre role.;Nastala chyba pri načítavaní údajov pre role.;Error while fetching data about roles.;
selectRole.loading;Načítavajú sa údaje pre role.;Údaje pre role sa načítavajú.;Loading role data;
selectRole.required;Rola je povinná;;Role is required;
sidebar.hide;SKRYŤ;;HIDE;
sidebar.unhide;ODKRYŤ;;SHOW;
state;Stav evidencie;;Evidence status;
stepper.and;a;;and;
stepper.closeAll;Zatvoriť všetko;;Close all;
stepper.openAll;Zobraziť všetko;;Open all;
stepper.sections;sekcie;;sections;
tab.contents;Obsah;;Contents;
tab.moreTabs;Viac;;More tabs;
table.noDataLoaded;Nenačítali sa žiadne záznamy;Nenačítali sa žiadne záznamy.;No data loaded;
table.noRowsFound;Nenašli sa žiadne záznamy;Nenašli sa žiadne záznamy.;No rows found;
table.pagination;Tabuľková navigácia;;Page navigation;
table.paginationSummary;Zobrazených {{start}} - {{end}} z celkových {{total}} záznamov;;Viewed {{start}} - {{end}} from total {{total}} records;
table.paginationSummaryEmpty;Zobrazených 0 z celkových 0 záznamov;Zobrazených 0 z celkových 0 záznamov.;Viewed 0 from total 0 records;
table.selectAllItems;Vyber všetky položky;;Select all items;
table.sortBy;Zoraď podľa;;Sort by;
tableSelectColumns.cancelButton;Zrušiť;;Cancel;
tableSelectColumns.refreshButton;Obnoviť;;Refresh;
tableSelectColumns.searchPlaceholder;Názov hľadaného stĺpca;;Search column name;
tableSelectColumns.viewButton;Zobraziť;;View;
tasks.CREATED;Aktívne;;Active;
tasks.DONE;Hotové;;Done;
tasks.IN_PROGRESS;Aktívne;;Active;
tasks.active;Aktívne;;Active;
tasks.activity.changeOfUser;Zmena použivateľa;;Change of user;
tasks.activity.closingOfTask;Uzatvorenie úlohy;;Closing of task;
tasks.all;Všetky;;All;
tasks.assignToGroup;Priradiť k skupine;;Assign to group;
tasks.assignToUser;Priradiť k používateľovi;;Assign to user;
tasks.assigne;Riešiteľ;;Assigne;
tasks.baseInfo;Základné informácie;;Basic informations;
tasks.createdFrom;Vytvorené od:;;Created from:;
tasks.createdTo;Vytvorené do:;;Created to:;
tasks.deadline;Konečný termín (deadline):;;Due date (deadline);
tasks.description;Popis úlohy;;Task description;
tasks.done;Hotové;;Done;
tasks.finish;Ukončiť úlohu;;Finish task;
tasks.home;Domov;;Home;
tasks.myTasks;Moje úlohy;;My tasks;
tasks.selectGroup;Vyberte názov skupiny;;Select group;
tasks.selectLogin;Vyberte login používateľa;;Select login ;
tasks.selectType;Vyberte typ:;Vyberte typ;Select type:;
tasks.showAll;Zobraziť všetky úlohy;;Show all tasks;
tasks.state;Stav;;State;
tasks.tableHeaders.action;Action;;Action;
tasks.tableHeaders.assignedTo;Pridelená;;Assigned to;
tasks.tableHeaders.changedAt;Dátum zmeny;;Changed at;
tasks.tableHeaders.changedBy;Zmenu vykonal;;Changed by;
tasks.tableHeaders.createdAt;Vytvorené;;Created at;
tasks.tableHeaders.name;Názov;;Name;
tasks.tableHeaders.state;Stav;;State;
tasks.tableHeaders.type;Typ;;Type;
tasks.tasks;Úlohy;;Tasks;
tasks.toMe;Prebrať úlohu;;;
tasks.type_app_id.iam;IAM;;IAM;
tasks.type_app_id.integrations;Integrácie;;Integrations;
tasks.type_app_id.kris;KRIS;;KRIS;
tasks.type_app_id.standards;Štandardy;;Standards;
tasks.type_app_id.statistics;Štatistika;;Statistics;
tasks.youHaveTasks;Máte {{numberOfTasks}} úloh;;You have {{numberOfTasks}} tasks;
tasksKris.cancel;Zrušiť;;Cancel;
tasksKris.createTask;Pridať novú úlohu;;Add new task;
tasksKris.deadline;Deadline;;Deadline;
tasksKris.description;Popis;;Description;
tasksKris.name;Názov;;Name;
tasksKris.requiredField;Povinné pole;;Required field;
tasksKris.save;Uložiť;;Save;
tasksKris.successMsg;Úloha bola úspešne vytvorená;Úloha bola úspešne vytvorená.;Task was successfully created;
tasksKris.user;Priradené;;Assigned;
titles.PO_IS;Spracovatelia koncepcií rozvoja IT;;Processors of IT development concepts;
titles.PO_ISCreate;Vytvorenie IS;;Creation of IS;
titles.PO_ISDetail;Detail IS;;Detail of IS;
titles.PO_IS_PO;Prevádzkovatelia IS PO;Prevádzkovatelia IS orgánu riadenia;IS operators;
titles.PO_IS_POCreate;Vytvorenie IS PO;Vytvorenie IS orgánu riadenia;Creation of IS PO;Creation of IS OR
titles.PO_IS_PODetail;Detail IS PO;Detail IS orgánu riadenia;Detail of IS PO;Detail of IS OR
titles.PO_PO;Podriadené osoby;;Subordinates;
titles.PO_POCreate;Vytvorenie PO;Vytvorenie orgánu riadenia;Vytvorenie PO;Creation of OR
titles.PO_PODetail;Detail PO;Detail orgánu riadenia;Detail PO;Detail OR
titles.ciClone;Klonovanie položky {{ci}};;Clone of {{ci}} item;
titles.ciCreateEntity;Vytvorenie položky {{ci}};;Creation of {{ci}} item;
titles.ciDetail;Detail položky {{ci}};;Detail of {{ci}} item;
titles.ciEdit;Úprava položky {{ci}};;Edit of {{ci}} item;
titles.ciList;Zoznam položiek {{ci}};;List of {{ci}} items;
titles.codeList;;;Codelist list;
titles.codeListDetail;Detail číselníka;;Detail codelist;
titles.codeListList;Zoznam číselníkov;;;
titles.groupCreate;Vytvorenie pracovnej skupiny;;Creation of group;
titles.groupDetail;Detail pracovnej skupiny;;Group of Commission detail;
titles.groupEdit;Úprava pracovnej skupiny;;Edit of group;
titles.groupsOfCommission;Pracovné skupiny komisie;Pracovné skupiny Komisie pre štandardizáciu ITVS;Groups of Commission;
titles.mainPage;Hlavná stránka;;Main Page;
titles.meetingDetail;Detail zasadnutia;;Detail of meeting;
titles.meetings;Zoznam zasadnutí;;Meetings;
titles.meetingsCreate;Vytvorenie zasadnutia;;Creation of meeting;
titles.myTasks;Moje úlohy;;My Tasks;
titles.notificationDetail;Detail notifikácie;;Notification detail;
titles.notifications;Notifikácie;;Notifications;
titles.publicAuthoritiesHierarchy;Hierarchia orgánov riadenia;;Hierarchy of public authorities;
titles.reportDetail;Detail reportu;;Report detail;
titles.reports;Reporty a zostavy;;Reports;
titles.taskDetail;Detail úlohy;;Task detail;
todo.description;Stránka, ktorú hľadáte nebola nájdená alebo neexistuje;Stránka, ktorú hľadáte nebola nájdená alebo neexistuje.;Page you are looking for was not found or does not exist.;
todo.header;Stránka nenájdená;Stránka nenájdená.;Page not found;
todo.homeButton;Domovská stránka;;Home page;
tooltip.NO_FUTURE_PDF_GOALS;Prosím potvrďte záväzok dodržiavania cieľov a princípov Národnej koncepcie informatizácie verejnej správy na záložke Ciele;Potvrďte, prosím, záväzok dodržiavať ciele a princípy Národnej koncepcie informatizácie verejnej správy na záložke Ciele.;Please confirm your commitment to comply with the Goals and Principles of the National Informatisation Concept of Public Administration on the Goals tab.;
tooltip.rights.invalidItem;Položka je zneplatnená, nie je možné nad ňou vykonať vybranú operáciu.;;Item is invalid, it is not possible to carry out selected operation.;
tooltip.rights.invalidSelectedList;Niektoré z vami vybraných položiek sú zneplatnené, nie je možné nad nimi vykonať vybranú operáciu.;Niektoré z Vami vybraných položiek sú zneplatnené, nie je možné nad nimi vykonať vybranú operáciu.;Some of selected items were invalidated, it is not possible to carry out selected operation.;
tooltip.rights.missingPermission;Na vykonanie operácie vám chýbajú potrebné oprávnenia;Na vykonanie operácie Vám chýbajú potrebné oprávnenia.;You are not authorized to carry out this operation;
tooltip.rights.noSelectedList;Neboli vybrané žiadne položky, nie je možné vykonať vybranú operáciu.;;No items were selected, it is not possible to carry out selected operation.;
tooltip.rights.notFoundPO;Chyba pri získávaní informácií o právach - pre dané položke nebola nájdená povinná osoba.;Nastala chyba pri získavaní informácií o právach - pre dané položke nebola nájdená povinná osoba.;Error in rights - not find public authority.;
tooltip.rights.notToClone;Z tejto položky nie je možné vytvoriť inštanciu nakoľko táto položka je inštanciou a nie je možné vytvárať inštancie z inštancií;Z tejto položky nie je možné vytvoriť inštanciu keďže táto položka je inštanciou a nie je možné vytvárať inštancie z inštancií.;For this item, you can not create an instance because this item is an instance and can not create instances of instances;
tooltip.rights.validItem;Položka je platná, nie je možné nad ňou vykonať vybranú operáciu.;;Item is valid, it is not possible to carry out selected operation.;
tooltip.rights.validSelectedList;Niektoré z vami vybraných položiek sú platné, nie je možné nad nimi vykonať vybranú operáciu.;Niektoré z Vami vybraných položiek sú platné, nie je možné nad nimi vykonať vybranú operáciu.;Some of selected items are valid, it is not possible to carry out selected operation.;
units.%;{{val}} %;;{{val}} %;
units.B;{{val}} Bajt;;{{val}} Bajt;
units.Eur;{{val, currency(EUR)}};;{{val, currency(EUR)}};
units.Euro;{{val, currency(EUR)}};;{{val, currency(EUR)}};
units.GB;{{val}} GB;;{{val}} GB;
units.GB/h;{{val}} GB/h;;{{val}} GB/h;
units.GHz;{{val}} GHz;;{{val}} GHz;
units.MB;{{val}} MB;;{{val}} MB;
units.MHz;{{val}} MHz;;{{val}} MHz;
units.TB;{{val}} TB;;{{val}} TB;
units.THz;{{val}} THz;;{{val}} THz;
units.b;{{val}} Bit;;{{val}} Bit;
units.kB;{{val}} kB;;{{val}} kB;
userProfile.cancel;Zrušiť;;Cancel;
userProfile.changeInformationsButton;Upraviť informácie;;Edit information;
userProfile.changedUserInformation;Osobné informácie boli úspešne zmenené;Osobné informácie boli úspešne zmenené.;Personal information were successfully changed;
userProfile.changedUserInformationError;Pri zmene osobných údajov sa vyskytla chyba. Prosím skúste znova.;Pri zmene osobných údajov sa vyskytla chyba. Prosím, skúste vykonať zmeny znova.;Error occurred while changing personal information. Please try again.;
userProfile.defaultLang;Prednastavený jazyk;;Default language;
userProfile.defaultPerPage;Prednastavený počet riadkov v tabuľke;;Default number of rows in tables;
userProfile.deletePersonalInfo.description;Pre vymazanie účtu je nutné zadat vaše aktuálne heslo.;Pre vymazanie účtu je nutné zadať Vaše aktuálne heslo.;To delete account you must enter your up to date password.;
userProfile.deletePersonalInfo.heading;Naozaj si želáte vymazanie osobných údajov?;;Do you really wish to delete your personal information?;
userProfile.deletePersonalInfo.invalidPassword;Nesprávne heslo;;Invalid password;
userProfile.deletePersonalInfo.password;Vaše heslo;;Your password;
userProfile.deletePersonalInfo.passwordPlaceholder;Zadajte vaše heslo;Zadajte Vaše heslo;Enter your password;
userProfile.deletePersonalInfo.submit;Vymazať účet a moje údaje;;Delete my account and personal information;
userProfile.heading;Profil a oprávnenia;;Profile and rights;
userProfile.information.email;Emailová adresa;E-mailová adresa;Email;
userProfile.information.header;Moje informácie;Základné informácie;My information;
userProfile.information.name;Meno;Meno a priezvisko;Name;
userProfile.information.phoneNumber;Telefónne číslo;;Phone;
userProfile.information.position;Funkcia;;Position;
userProfile.isMyPoEnabled;Zobrazovať položky mojej PO;Zobrazovať položky môjho orgánu riadenia;Show only items of my organization;
userProfile.myPoSelect;Vyberte PO;Vyberte orgán riadenia;Select organization;
userProfile.notificationsSettings;Správa notifikácií;;Notifications preferences;
userProfile.passwordChange;Zmena hesla;;Password change;
userProfile.requests.cancel;Zrušiť;;Cancel;
userProfile.requests.deletePersonalInfo;Žiadosť o vymazanie osobných údajov;;Request for personal info deletion;
userProfile.requests.description;Popis žiadosti;;Request description;
userProfile.requests.descriptionRequired;Popis žiadosti je povinný;;Request description is required;
userProfile.requests.email;Emailová adresa;E-mailová adresa;Email address;
userProfile.requests.emailRequired;Emailová adresa je povinná;E-mailová adresa je povinný údaj.;Email address is required;
userProfile.requests.phone;Telefónne číslo;;Phone number;
userProfile.requests.phoneRequired;Telefónne číslo je povinné;Telefónne číslo je povinný údaj.;Phone number is required;
userProfile.requests.placeholder;Zadajte;;Enter value;
userProfile.requests.placeholderPO;Vyberte povinnú osobu;Vyberte orgán riadenia;Choose organization;
userProfile.requests.po;Povinná osoba;Orgán riadenia;Organization;
userProfile.requests.poRequired;Povinná osoba je povinná;Názov orgánu riadenia je povinný.;Organization is required;
userProfile.requests.required;povinné;;required;
userProfile.requests.rightsSettings;Žiadosť o nastavenie oprávnení;;Request for authorization setting;
userProfile.requests.submit;Odoslať;;Submit;
userProfile.rights;Oprávnenia;Priradené role;Rights;
userProfile.rightsHeading;Moje role a zastupujúce subjekty;;My roles and representative entities;
userProfile.save;Uložiť;;Save;
userProfile.savePreferences;Uložiť nastavenia;;Save preferences;
userProfile.settings;Osobné preferencie;;Personal preferences;
userProfile.showInvalidated;Zobraziť zneplatnené položky;;Show invalidated items;
userProfile.userPreferencesSuccess;Osobné preferencie boli úspešne uložené;Osobné preferencie boli úspešne uložené.;Personal preferences were successfully saved;
validation.canNotBeDecimal;Toto číslo musí byť celé číslo;Číslo musí byť celým číslom.;This number can not be decimal;
validation.character;Zadaný môže byť len jeden znak;Zadaný môže byť len jeden znak.;Only one character can be inserted;
validation.dateMustBeEqualOrGreaterThen;Dátum musí byť rovnaký alebo neskorší ako;;Date must be equal or greater then;
validation.dateMustBeGreaterThen;Dátum musí byť neskorší ako;;Date must be greater then;
validation.dateMustBeLessOrEqualThen;Dátum musí byť skorší alebo rovnaký ako;;Date must be less or equal then;
validation.invalidEmail;Zadajte platný e-mail;;Enter a valid email;
validation.invalidPhone;Zadajte platné telefónne číslo;;Enter a valid phone number;
validation.maxValue;Hodnota nesmie byť väčšia ako;;Value can not be greater than;
validation.minValue;Hodnota musí byť aspoň;;Value must be at least;
validation.mustBeChecked;Toto musí byť zaškrtnuté, ak chcete pokračovať;;This must be checked if you want to proceed;
validation.required;Toto pole je povinné;Toto pole je povinné.;This field is required;
validation.wrongRegex;Formát sa musí zhodovať s {{regexFormat}};;Value must match {{regexFormat}};
